,ano-mes,ESTADO,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA
1365,2008-07,PARANA,6.7807,9.456900000000001
1392,2008-08,PARANA,7.549454545454545,10.629181818181818
1419,2008-09,PARANA,7.5570555555555545,10.508444444444443
1446,2008-10,PARANA,7.272473684210526,9.910157894736843
1473,2008-11,PARANA,6.947279999999999,9.486799999999999
1500,2008-12,PARANA,6.696599999999999,9.4867
1527,2009-01,PARANA,6.80724,9.48528
1554,2009-02,PARANA,6.795050000000001,9.669450000000001
1581,2009-03,PARANA,6.8297,9.87665
1608,2009-04,PARANA,7.16495,10.2616
1635,2009-05,PARANA,7.14212,10.036760000000001
1662,2009-06,PARANA,7.12645,10.2833
1689,2009-07,PARANA,7.134449999999999,10.073049999999999
1716,2009-08,PARANA,7.123933333333333,10.2528
1743,2009-09,PARANA,8.396055555555556,11.6465
1770,2009-10,PARANA,7.37172,11.26624
1797,2009-11,PARANA,7.566549999999999,11.44455
1824,2009-12,PARANA,7.8001000000000005,11.2132
1851,2010-01,PARANA,7.80416,11.204320000000001
1878,2010-02,PARANA,7.77735,11.06465
1905,2010-03,PARANA,7.566249999999999,11.0611
1932,2010-04,PARANA,7.333150000000001,10.945150000000002
1959,2010-05,PARANA,7.5510399999999995,11.0376
1986,2010-06,PARANA,7.684949999999999,10.9842
2013,2010-07,PARANA,7.54984,10.9792
2040,2010-08,PARANA,7.440899999999999,10.7902
2067,2010-09,PARANA,7.43155,10.84525
2094,2010-10,PARANA,7.426480000000001,10.89748
2121,2010-11,PARANA,7.383249999999999,10.9484
2148,2010-12,PARANA,7.3946,10.901
2175,2011-01,PARANA,7.4166,10.91548
2202,2011-02,PARANA,7.41745,10.77885
2229,2011-03,PARANA,7.6562,11.1241
2256,2011-04,PARANA,7.6799599999999995,11.343440000000001
2283,2011-05,PARANA,7.66195,11.5814
2310,2011-06,PARANA,7.674799999999999,11.264100000000001
2337,2011-07,PARANA,7.72576,11.27028
2364,2011-08,PARANA,7.467700000000001,11.3117
2391,2011-09,PARANA,7.72845,11.551449999999999
2418,2011-10,PARANA,8.06192,11.728959999999999
2445,2011-11,PARANA,8.0851,11.729800000000001
2472,2011-12,PARANA,7.99956,11.71364
2499,2012-01,PARANA,7.883,11.75375
2526,2012-02,PARANA,7.8852,11.7654
2553,2012-03,PARANA,7.57576,11.678799999999999
2580,2012-04,PARANA,7.6850000000000005,11.9499
2607,2012-05,PARANA,8.23205,12.088750000000001
2634,2012-06,PARANA,8.160599999999999,12.145
2661,2012-07,PARANA,8.04525,12.04935
2688,2012-08,PARANA,8.263549999999999,12.009350000000001
2715,2012-09,PARANA,8.05832,12.1654
2742,2012-10,PARANA,8.270399999999999,12.10985
2769,2012-11,PARANA,8.18535,12.0296
2796,2012-12,PARANA,8.2976,11.978119999999999
2823,2013-01,PARANA,7.299041666666667,10.3605
2850,2013-02,PARANA,7.364833333333333,10.371875000000001
2877,2013-03,PARANA,7.2720666666666665,10.4363
2904,2013-04,PARANA,6.7235000000000005,10.422458333333333
2931,2013-05,PARANA,6.710916666666666,10.393458333333333
2958,2013-06,PARANA,6.649166666666667,10.410666666666666
2985,2013-07,PARANA,6.638833333333333,10.412041666666665
3012,2013-08,PARANA,6.679833333333334,10.442366666666667
3039,2013-09,PARANA,6.802499999999999,11.294791666666667
3066,2013-10,PARANA,7.2315000000000005,11.255083333333333
3093,2013-11,PARANA,7.366466666666667,11.331766666666669
3120,2013-12,PARANA,7.160416666666666,11.394
3147,2014-01,PARANA,6.894833333333334,11.40025
3174,2014-02,PARANA,6.83875,11.383916666666666
3201,2014-03,PARANA,6.904633333333333,11.408800000000001
3228,2014-04,PARANA,7.043541666666666,11.407625000000001
3255,2014-05,PARANA,6.9294,11.402700000000001
3282,2014-06,PARANA,6.834333333333333,11.401458333333332
3309,2014-07,PARANA,6.811708333333333,11.367624999999999
3336,2014-08,PARANA,6.806433333333334,11.381599999999999
3363,2014-09,PARANA,7.1481666666666674,11.89
3390,2014-10,PARANA,7.463916666666667,11.873875
3417,2014-11,PARANA,7.397366666666667,11.908366666666668
3444,2014-12,PARANA,7.493791666666667,11.945166666666667
3471,2015-01,PARANA,7.494866666666667,12.213666666666667
3498,2015-02,PARANA,7.597166666666666,13.378583333333333
3525,2015-03,PARANA,7.552041666666667,13.113624999999999
3552,2015-04,PARANA,7.637958333333334,12.57725
3579,2015-05,PARANA,7.6889,13.288766666666668
3606,2015-06,PARANA,7.652,13.25325
3633,2015-07,PARANA,7.645833333333333,13.288333333333334
3660,2015-08,PARANA,7.755541666666667,13.079208333333334
3687,2015-09,PARANA,9.035478260869565,14.401608695652175
3714,2015-10,PARANA,9.028799999999999,14.126966666666668
3741,2015-11,PARANA,9.107541666666666,14.645041666666666
3768,2015-12,PARANA,9.168333333333333,14.877333333333333
3795,2016-01,PARANA,9.219433333333333,14.653833333333333
3822,2016-02,PARANA,9.224291666666668,14.763916666666667
3849,2016-03,PARANA,9.277916666666668,14.387708333333334
3876,2016-04,PARANA,9.4461,14.389766666666667
3903,2016-05,PARANA,9.357166666666666,14.390833333333333
3930,2016-06,PARANA,8.955041666666666,14.629666666666667
3957,2016-07,PARANA,8.5995,14.7973
3984,2016-08,PARANA,8.710291666666667,14.545666666666667
4011,2016-09,PARANA,8.981125,14.984
4038,2016-10,PARANA,9.2309,16.0
4065,2016-11,PARANA,8.932,16.076666666666668
4092,2016-12,PARANA,8.901233333333332,15.924933333333335
4119,2017-01,PARANA,8.956583333333333,15.271499999999998
4146,2017-02,PARANA,8.936833333333334,15.357333333333335
4173,2017-03,PARANA,8.895333333333335,15.270666666666665
4200,2017-04,PARANA,8.848233333333333,15.462833333333332
4227,2017-05,PARANA,8.865250000000001,16.068875000000002
4254,2017-06,PARANA,8.807041666666667,16.074208333333335
4281,2017-07,PARANA,8.754533333333335,15.400433333333334
4308,2017-08,PARANA,9.390416666666667,15.547625000000002
4335,2017-09,PARANA,9.4418,15.920566666666668
4362,2017-10,PARANA,10.060125,16.793208333333332
4389,2017-11,PARANA,10.725916666666665,16.72670833333333
4416,2017-12,PARANA,10.794433333333332,16.9414
4443,2018-01,PARANA,10.8145,17.486083333333333
4470,2018-02,PARANA,10.809750000000001,17.633916666666668
4497,2018-03,PARANA,11.6399,17.7011
4524,2018-04,PARANA,11.641583333333331,17.714000000000002
4551,2018-05,PARANA,11.680750000000002,17.797083333333333
4578,2018-06,PARANA,11.760933333333332,17.5466
4605,2018-07,PARANA,11.530666666666667,17.58525
4632,2018-08,PARANA,11.617833333333332,17.750125
4659,2018-09,PARANA,11.725933333333334,17.69816666666667
4686,2018-10,PARANA,11.788291666666666,17.64645833333333
4713,2018-11,PARANA,11.808458333333334,17.820625
4740,2018-12,PARANA,11.730933333333333,17.954433333333334
4767,2019-01,PARANA,11.696458333333332,17.827583333333333
4794,2019-02,PARANA,11.545291666666666,17.580791666666666
4821,2019-03,PARANA,12.05655172413793,18.032172413793102
4848,2019-04,PARANA,11.8095,17.773083333333332
4875,2019-05,PARANA,12.053708333333333,18.000125
4902,2019-06,PARANA,11.842600000000001,18.3096
4929,2019-07,PARANA,11.538291666666666,18.206125
4956,2019-08,PARANA,11.7623,18.2485
4983,2019-09,PARANA,11.426250000000001,18.232291666666665
5010,2019-10,PARANA,11.789666666666667,18.318625
5037,2019-11,PARANA,11.841199999999999,18.333666666666666
5064,2019-12,PARANA,11.75625,18.371875
5091,2020-01,PARANA,11.788958333333333,19.221083333333336
5118,2020-02,PARANA,12.155233333333333,19.247633333333333
5145,2020-03,PARANA,12.355416666666665,19.143958333333334
5172,2020-04,PARANA,11.843791666666666,18.97375
5199,2020-05,PARANA,11.923766666666667,18.82743333333333
5226,2020-06,PARANA,11.965583333333333,18.759041666666665
5253,2020-07,PARANA,11.861541666666668,18.973625000000002
5280,2020-08,PARANA,12.074166666666668,18.894208333333335
5307,2020-10,PARANA,11.970642857142858,13.892
5334,2020-11,PARANA,12.054357142857143,15.695321428571429
5361,2020-12,PARANA,12.391928571428574,15.70117857142857
5388,2021-01,PARANA,12.77597142857143,16.7502
5415,2021-02,PARANA,13.029214285714287,18.36582142857143
5442,2021-03,PARANA,13.750214285714287,19.262642857142858
5469,2021-04,PARANA,14.209035714285715,18.856642857142855
5496,2021-05,PARANA,14.213857142857142,19.992714285714282
16,2004-05,PERNAMBUCO,6.639466666666666,8.591333333333333
43,2004-06,PERNAMBUCO,6.64945,8.4884
70,2004-07,PERNAMBUCO,6.3338,8.352039999999999
97,2004-08,PERNAMBUCO,6.29065,8.356300000000001
124,2004-09,PERNAMBUCO,6.314,8.34755
151,2004-10,PERNAMBUCO,6.3098,8.44692
178,2004-11,PERNAMBUCO,6.4783,8.410300000000001
205,2004-12,PERNAMBUCO,6.410200000000001,8.582550000000001
232,2005-01,PERNAMBUCO,6.371359999999999,8.50536
259,2005-02,PERNAMBUCO,5.9792499999999995,8.4968
286,2005-03,PERNAMBUCO,5.99965,8.49635
313,2005-04,PERNAMBUCO,6.33504,8.504199999999999
340,2005-05,PERNAMBUCO,6.2395499999999995,8.490300000000001
367,2005-06,PERNAMBUCO,6.4206,8.49575
394,2005-07,PERNAMBUCO,6.4299599999999995,8.48384
421,2005-08,PERNAMBUCO,6.3506,8.479600000000001
448,2005-09,PERNAMBUCO,6.50765,8.3216
475,2005-10,PERNAMBUCO,6.381800000000001,8.59744
502,2005-11,PERNAMBUCO,6.4994,8.5973
529,2005-12,PERNAMBUCO,6.550560000000001,8.64244
556,2006-01,PERNAMBUCO,6.6519,8.6298
583,2006-02,PERNAMBUCO,6.7935,8.64515
610,2006-03,PERNAMBUCO,6.92525,8.66865
637,2006-04,PERNAMBUCO,7.1474,8.704
664,2006-05,PERNAMBUCO,7.07235,8.70525
691,2006-06,PERNAMBUCO,7.05065,8.72935
718,2006-07,PERNAMBUCO,7.07252,8.7372
745,2006-08,PERNAMBUCO,7.0706500000000005,8.7425
772,2006-09,PERNAMBUCO,7.065840000000001,8.78992
799,2006-10,PERNAMBUCO,7.01685,8.892900000000001
826,2006-11,PERNAMBUCO,6.98195,8.9388
853,2006-12,PERNAMBUCO,6.9312000000000005,8.917
880,2007-01,PERNAMBUCO,6.966500000000001,8.90075
907,2007-02,PERNAMBUCO,6.761950000000001,8.89105
934,2007-03,PERNAMBUCO,6.6048,8.89364
961,2007-04,PERNAMBUCO,6.590300000000001,8.892750000000001
988,2007-05,PERNAMBUCO,6.5854,8.91695
1015,2007-06,PERNAMBUCO,6.60996,8.90908
1042,2007-07,PERNAMBUCO,6.5977500000000004,8.915049999999999
1069,2007-08,PERNAMBUCO,6.5463,8.91315
1096,2007-09,PERNAMBUCO,6.42888,8.9048
1123,2007-10,PERNAMBUCO,6.379849999999999,8.9202
1150,2007-11,PERNAMBUCO,6.37245,8.9011
1177,2007-12,PERNAMBUCO,6.41428,8.93596
1204,2008-01,PERNAMBUCO,6.430249999999999,8.9101
1231,2008-02,PERNAMBUCO,6.44345,8.923649999999999
1258,2008-03,PERNAMBUCO,6.4744399999999995,8.91988
1285,2008-04,PERNAMBUCO,6.43755,8.9182
1312,2008-05,PERNAMBUCO,6.7766399999999996,8.92264
1339,2008-06,PERNAMBUCO,6.887949999999999,9.2592
1366,2008-07,PERNAMBUCO,6.9213499999999994,9.43075
1393,2008-08,PERNAMBUCO,7.11952,9.60144
1420,2008-09,PERNAMBUCO,7.17215,9.8372
1447,2008-10,PERNAMBUCO,7.56515,9.860800000000001
1474,2008-11,PERNAMBUCO,7.29096,9.8772
1501,2008-12,PERNAMBUCO,7.335649999999999,9.6417
1528,2009-01,PERNAMBUCO,7.51928,9.73452
1555,2009-02,PERNAMBUCO,7.443300000000001,9.5133
1582,2009-03,PERNAMBUCO,6.5078000000000005,9.48875
1609,2009-04,PERNAMBUCO,7.027500000000001,9.897400000000001
1636,2009-05,PERNAMBUCO,7.39212,9.806320000000001
1663,2009-06,PERNAMBUCO,7.4879500000000005,9.79415
1690,2009-07,PERNAMBUCO,7.47175,9.784699999999999
1717,2009-08,PERNAMBUCO,7.4854666666666665,9.785866666666667
1744,2009-09,PERNAMBUCO,8.08065,9.6906
1771,2009-10,PERNAMBUCO,7.71504,9.99164
1798,2009-11,PERNAMBUCO,7.5937,10.071299999999999
1825,2009-12,PERNAMBUCO,7.5819,9.8234
1852,2010-01,PERNAMBUCO,7.47484,9.8454
1879,2010-02,PERNAMBUCO,7.49465,9.86415
1906,2010-03,PERNAMBUCO,7.7067,10.07775
1933,2010-04,PERNAMBUCO,7.701600000000001,10.0764
1960,2010-05,PERNAMBUCO,7.523440000000001,9.94692
1987,2010-06,PERNAMBUCO,7.4872,9.867700000000001
2014,2010-07,PERNAMBUCO,7.49052,9.7474
2041,2010-08,PERNAMBUCO,7.505750000000001,9.86875
2068,2010-09,PERNAMBUCO,7.501250000000001,9.86275
2095,2010-10,PERNAMBUCO,7.49688,9.86492
2122,2010-11,PERNAMBUCO,7.4971000000000005,9.760349999999999
2149,2010-12,PERNAMBUCO,7.3961500000000004,9.7781
2176,2011-01,PERNAMBUCO,7.17216,10.20956
2203,2011-02,PERNAMBUCO,7.4986999999999995,10.2713
2230,2011-03,PERNAMBUCO,7.51075,9.919450000000001
2257,2011-04,PERNAMBUCO,7.5248800000000005,9.98292
2284,2011-05,PERNAMBUCO,7.60915,9.96105
2311,2011-06,PERNAMBUCO,7.32155,9.9375
2338,2011-07,PERNAMBUCO,7.2898000000000005,9.848880000000001
2365,2011-08,PERNAMBUCO,7.31865,9.92675
2392,2011-09,PERNAMBUCO,7.5023,9.92995
2419,2011-10,PERNAMBUCO,7.38108,9.94528
2446,2011-11,PERNAMBUCO,7.17,9.93295
2473,2011-12,PERNAMBUCO,7.179679999999999,9.9734
2500,2012-01,PERNAMBUCO,7.17735,10.160599999999999
2527,2012-02,PERNAMBUCO,7.175199999999999,9.9543
2554,2012-03,PERNAMBUCO,7.57484,9.9558
2581,2012-04,PERNAMBUCO,7.481050000000001,9.9208
2608,2012-05,PERNAMBUCO,7.606050000000001,9.943299999999999
2635,2012-06,PERNAMBUCO,7.53432,9.918239999999999
2662,2012-07,PERNAMBUCO,7.509449999999999,9.9633
2689,2012-08,PERNAMBUCO,7.43285,9.98725
2716,2012-09,PERNAMBUCO,7.53788,10.21528
2743,2012-10,PERNAMBUCO,7.685250000000001,10.36455
2770,2012-11,PERNAMBUCO,7.7143500000000005,10.38785
2797,2012-12,PERNAMBUCO,7.61492,10.331520000000001
2824,2013-01,PERNAMBUCO,6.768291666666666,8.983791666666667
2851,2013-02,PERNAMBUCO,6.732625,9.055291666666667
2878,2013-03,PERNAMBUCO,6.770066666666667,9.211633333333333
2905,2013-04,PERNAMBUCO,6.783041666666667,9.192041666666666
2932,2013-05,PERNAMBUCO,6.774375,9.194708333333333
2959,2013-06,PERNAMBUCO,6.768233333333333,9.208566666666666
2986,2013-07,PERNAMBUCO,7.0027083333333335,9.137166666666667
3013,2013-08,PERNAMBUCO,7.155666666666666,9.093966666666667
3040,2013-09,PERNAMBUCO,7.142333333333333,9.831791666666666
3067,2013-10,PERNAMBUCO,7.203833333333333,10.004583333333334
3094,2013-11,PERNAMBUCO,7.2534,10.046233333333333
3121,2013-12,PERNAMBUCO,7.364041666666666,10.112958333333333
3148,2014-01,PERNAMBUCO,7.463291666666667,10.339666666666666
3175,2014-02,PERNAMBUCO,7.474125,10.225083333333334
3202,2014-03,PERNAMBUCO,7.445366666666668,10.350033333333332
3229,2014-04,PERNAMBUCO,7.35425,10.349625
3256,2014-05,PERNAMBUCO,7.382433333333334,10.083566666666666
3283,2014-06,PERNAMBUCO,7.381,10.268833333333333
3310,2014-07,PERNAMBUCO,7.398958333333333,10.341166666666666
3337,2014-08,PERNAMBUCO,7.3899,10.602233333333334
3364,2014-09,PERNAMBUCO,7.4651250000000005,10.994166666666667
3391,2014-10,PERNAMBUCO,7.622541666666667,10.971708333333334
3418,2014-11,PERNAMBUCO,7.617266666666667,10.929
3445,2014-12,PERNAMBUCO,7.545875,11.040666666666667
3472,2015-01,PERNAMBUCO,7.605066666666667,10.6709
3499,2015-02,PERNAMBUCO,7.589875,10.940541666666666
3526,2015-03,PERNAMBUCO,7.804458333333334,11.239291666666666
3553,2015-04,PERNAMBUCO,7.625958333333333,11.828083333333334
3580,2015-05,PERNAMBUCO,7.845533333333334,11.669433333333334
3607,2015-06,PERNAMBUCO,7.894583333333333,11.687750000000001
3634,2015-07,PERNAMBUCO,7.925666666666667,11.696708333333333
3661,2015-08,PERNAMBUCO,7.901541666666667,11.703583333333334
3688,2015-09,PERNAMBUCO,9.426208333333333,12.524666666666667
3715,2015-10,PERNAMBUCO,9.001366666666666,12.608266666666667
3742,2015-11,PERNAMBUCO,8.874083333333333,12.692333333333332
3769,2015-12,PERNAMBUCO,8.90075,12.772874999999999
3796,2016-01,PERNAMBUCO,8.8817,12.797133333333333
3823,2016-02,PERNAMBUCO,8.99075,12.664083333333332
3850,2016-03,PERNAMBUCO,8.952583333333333,12.771125
3877,2016-04,PERNAMBUCO,8.7407,12.819933333333333
3904,2016-05,PERNAMBUCO,8.274208333333332,12.497750000000002
3931,2016-06,PERNAMBUCO,8.679958333333333,12.677291666666667
3958,2016-07,PERNAMBUCO,8.316466666666667,12.568033333333334
3985,2016-08,PERNAMBUCO,8.201541666666666,12.445625
4012,2016-09,PERNAMBUCO,8.938291666666666,13.238166666666666
4039,2016-10,PERNAMBUCO,9.1476,13.655833333333332
4066,2016-11,PERNAMBUCO,8.914625,13.664666666666667
4093,2016-12,PERNAMBUCO,8.773366666666668,13.658
4120,2017-01,PERNAMBUCO,8.73625,13.719708333333331
4147,2017-02,PERNAMBUCO,8.724083333333335,13.704333333333333
4174,2017-03,PERNAMBUCO,8.639041666666666,13.604833333333334
4201,2017-04,PERNAMBUCO,9.367266666666666,14.064
4228,2017-05,PERNAMBUCO,9.212666666666665,14.074291666666667
4255,2017-06,PERNAMBUCO,8.887041666666667,14.066625
4282,2017-07,PERNAMBUCO,9.2012,14.060933333333333
4309,2017-08,PERNAMBUCO,9.268125,13.570333333333332
4336,2017-09,PERNAMBUCO,9.459533333333333,14.1699
4363,2017-10,PERNAMBUCO,10.092375,14.825083333333334
4390,2017-11,PERNAMBUCO,10.727083333333333,15.158291666666665
4417,2017-12,PERNAMBUCO,10.937666666666667,15.050533333333334
4444,2018-01,PERNAMBUCO,11.429208333333333,15.917
4471,2018-02,PERNAMBUCO,11.645791666666668,15.67725
4498,2018-03,PERNAMBUCO,11.3675,15.620233333333333
4525,2018-04,PERNAMBUCO,11.452166666666665,15.643208333333334
4552,2018-05,PERNAMBUCO,11.629,15.884041666666667
4579,2018-06,PERNAMBUCO,13.119137931034482,16.425275862068965
4606,2018-07,PERNAMBUCO,12.589583333333335,16.021541666666668
4633,2018-08,PERNAMBUCO,11.481625000000001,16.437833333333334
4660,2018-09,PERNAMBUCO,11.896866666666666,16.522933333333334
4687,2018-10,PERNAMBUCO,11.677208333333333,16.651333333333334
4714,2018-11,PERNAMBUCO,11.913958333333333,16.593500000000002
4741,2018-12,PERNAMBUCO,12.237133333333333,16.692166666666665
4768,2019-01,PERNAMBUCO,12.674916666666666,17.159166666666668
4795,2019-02,PERNAMBUCO,12.587083333333332,17.059250000000002
4822,2019-03,PERNAMBUCO,12.726066666666666,16.555033333333334
4849,2019-04,PERNAMBUCO,12.593583333333333,16.468125
4876,2019-05,PERNAMBUCO,12.850916666666668,16.685541666666666
4903,2019-06,PERNAMBUCO,12.3752,16.696566666666666
4930,2019-07,PERNAMBUCO,11.987250000000001,16.706041666666668
4957,2019-08,PERNAMBUCO,11.946433333333335,16.733666666666668
4984,2019-09,PERNAMBUCO,12.381041666666667,16.673541666666665
5011,2019-10,PERNAMBUCO,12.307041666666668,16.570416666666667
5038,2019-11,PERNAMBUCO,12.302366666666668,16.131999999999998
5065,2019-12,PERNAMBUCO,12.549875,16.788
5092,2020-01,PERNAMBUCO,12.774541666666666,16.810166666666667
5119,2020-02,PERNAMBUCO,12.823366666666667,16.656666666666666
5146,2020-03,PERNAMBUCO,12.775125000000001,16.7085
5173,2020-04,PERNAMBUCO,12.209583333333333,16.505666666666666
5200,2020-05,PERNAMBUCO,12.464599999999999,16.4178
5227,2020-06,PERNAMBUCO,12.135291666666667,16.38475
5254,2020-07,PERNAMBUCO,12.200666666666665,16.59425
5281,2020-08,PERNAMBUCO,12.466708333333335,16.683583333333335
5308,2020-10,PERNAMBUCO,12.199384615384616,14.010692307692308
5335,2020-11,PERNAMBUCO,12.313,14.382888888888889
5362,2020-12,PERNAMBUCO,12.742038461538462,15.286307692307693
5389,2021-01,PERNAMBUCO,12.052,15.57841176470588
5416,2021-02,PERNAMBUCO,11.832642857142858,15.612535714285714
5443,2021-03,PERNAMBUCO,12.77725,16.97442857142857
5470,2021-04,PERNAMBUCO,13.174499999999998,16.910035714285716
5497,2021-05,PERNAMBUCO,13.54942857142857,16.889285714285712
17,2004-05,PIAUI,9.655833333333334,10.387500000000001
44,2004-06,PIAUI,9.213125,10.46125
71,2004-07,PIAUI,7.865857142857142,9.948095238095238
98,2004-08,PIAUI,7.72115,8.6181
125,2004-09,PIAUI,6.5754,8.526399999999999
152,2004-10,PIAUI,7.1906,8.4238
179,2004-11,PIAUI,7.5691500000000005,8.4723
206,2004-12,PIAUI,7.9643500000000005,8.621849999999998
233,2005-01,PIAUI,7.0678,8.5634
260,2005-02,PIAUI,7.6788,8.552299999999999
287,2005-03,PIAUI,7.6118,8.5533
314,2005-04,PIAUI,7.0478,8.5558
341,2005-05,PIAUI,7.0513,8.55055
368,2005-06,PIAUI,7.280800000000001,8.55555
395,2005-07,PIAUI,7.6257600000000005,8.5484
422,2005-08,PIAUI,7.5958,8.554300000000001
449,2005-09,PIAUI,7.4961875000000004,8.2118125
476,2005-10,PIAUI,9.135190476190477,10.033380952380952
503,2005-11,PIAUI,9.93,10.540000000000001
530,2005-12,PIAUI,9.778,10.57625
557,2006-01,PIAUI,9.983125,10.6040625
584,2006-02,PIAUI,10.157187500000001,10.7325
611,2006-03,PIAUI,10.1455,10.9375
638,2006-04,PIAUI,9.959,10.963
665,2006-05,PIAUI,9.87875,11.0505625
692,2006-06,PIAUI,9.8330625,11.3125
719,2006-07,PIAUI,9.9724,11.245000000000001
746,2006-08,PIAUI,9.8015,11.131875
773,2006-09,PIAUI,9.8754,11.413
800,2006-10,PIAUI,9.746,11.4525
827,2006-11,PIAUI,9.329125,11.29875
854,2006-12,PIAUI,9.2952,11.1095
881,2007-01,PIAUI,9.5603125,11.241999999999999
908,2007-02,PIAUI,10.070375,11.47125
935,2007-03,PIAUI,9.99475,11.474
962,2007-04,PIAUI,10.033,11.518125
989,2007-05,PIAUI,10.16375,11.349375
1016,2007-06,PIAUI,10.024,11.522499999999999
1043,2007-07,PIAUI,10.019125,11.516874999999999
1070,2007-08,PIAUI,10.0135625,11.454374999999999
1097,2007-09,PIAUI,9.93175,11.4635
1124,2007-10,PIAUI,10.181125,11.510625
1151,2007-11,PIAUI,9.981125,11.510625
1178,2007-12,PIAUI,9.91925,11.2615
1205,2008-01,PIAUI,9.641187500000001,11.446875
1232,2008-02,PIAUI,9.64375,11.454375
1259,2008-03,PIAUI,9.265142857142857,11.054761904761905
1286,2008-04,PIAUI,9.6349375,11.504999999999999
1313,2008-05,PIAUI,9.76145,11.49525
1340,2008-06,PIAUI,9.6693125,11.55
1367,2008-07,PIAUI,9.6613125,11.303125
1394,2008-08,PIAUI,9.6945,11.5095
1421,2008-09,PIAUI,9.7143125,11.378125
1448,2008-10,PIAUI,9.7025,11.315
1475,2008-11,PIAUI,9.695,11.613000000000001
1502,2008-12,PIAUI,9.28164705882353,10.865294117647059
1529,2009-01,PIAUI,9.304095238095238,11.002857142857144
1556,2009-02,PIAUI,9.6555625,11.3855625
1583,2009-03,PIAUI,9.6718125,11.31625
1610,2009-04,PIAUI,9.584249999999999,11.4275
1637,2009-05,PIAUI,9.5743,11.5425
1664,2009-06,PIAUI,9.089882352941178,10.998235294117647
1691,2009-07,PIAUI,9.473,11.5311875
1718,2009-08,PIAUI,9.511666666666667,11.534166666666666
1745,2009-09,PIAUI,9.599235294117648,10.746941176470589
1772,2009-10,PIAUI,9.9104,11.52645
1799,2009-11,PIAUI,9.084941176470588,10.982647058823531
1826,2009-12,PIAUI,9.7635625,11.622625
1853,2010-01,PIAUI,9.87395,11.5995
1880,2010-02,PIAUI,10.5570625,11.788124999999999
1907,2010-03,PIAUI,10.120294117647058,11.22694117647059
1934,2010-04,PIAUI,10.5449375,11.805
1961,2010-05,PIAUI,9.8049,11.809999999999999
1988,2010-06,PIAUI,9.1266875,11.804375
2015,2010-07,PIAUI,8.98275,11.805499999999999
2042,2010-08,PIAUI,9.1241875,11.80125
2069,2010-09,PIAUI,8.585411764705881,11.234117647058824
2096,2010-10,PIAUI,9.14,11.33
2123,2010-11,PIAUI,9.006874999999999,11.7975
2150,2010-12,PIAUI,9.4524375,11.798125
2177,2011-01,PIAUI,10.145,11.798
2204,2011-02,PIAUI,9.0925,11.801875
2231,2011-03,PIAUI,9.666875,11.939375
2258,2011-04,PIAUI,9.5565,12.758
2285,2011-05,PIAUI,9.669375,12.227500000000001
2312,2011-06,PIAUI,10.116249999999999,12.19125
2339,2011-07,PIAUI,10.00095238095238,11.663333333333334
2366,2011-08,PIAUI,10.3805,12.1375
2393,2011-09,PIAUI,10.385625000000001,12.261875
2420,2011-10,PIAUI,10.385950000000001,12.628499999999999
2447,2011-11,PIAUI,10.395,12.6275
2474,2011-12,PIAUI,10.363150000000001,12.6305
2501,2012-01,PIAUI,10.356875,12.63125
2528,2012-02,PIAUI,10.359937500000001,12.6325
2555,2012-03,PIAUI,10.34595,12.619
2582,2012-04,PIAUI,10.346187500000001,12.725
2609,2012-05,PIAUI,11.11375,13.1420625
2636,2012-06,PIAUI,10.71335,13.1035
2663,2012-07,PIAUI,10.6146875,13.120750000000001
2690,2012-08,PIAUI,10.3655,13.135625
2717,2012-09,PIAUI,10.3635,13.1454
2744,2012-10,PIAUI,10.313125,13.164375
2771,2012-11,PIAUI,10.3654375,13.174687500000001
2798,2012-12,PIAUI,10.4925,13.1675
2825,2013-01,PIAUI,9.091526315789475,11.465684210526316
2852,2013-02,PIAUI,8.9524,11.0654
2879,2013-03,PIAUI,9.33672,11.49468
2906,2013-04,PIAUI,9.480500000000001,11.52585
2933,2013-05,PIAUI,9.484449999999999,11.5165
2960,2013-06,PIAUI,9.46656,11.51476
2987,2013-07,PIAUI,9.6712,11.5155
3014,2013-08,PIAUI,9.35356,11.524000000000001
3041,2013-09,PIAUI,9.2743,11.57905
3068,2013-10,PIAUI,9.56625,11.72355
3095,2013-11,PIAUI,9.717319999999999,11.7228
3122,2013-12,PIAUI,9.50685,11.809999999999999
3149,2014-01,PIAUI,9.8438,11.81395
3176,2014-02,PIAUI,9.945350000000001,11.8138
3203,2014-03,PIAUI,9.94504,11.81908
3230,2014-04,PIAUI,9.94895,11.8438
3257,2014-05,PIAUI,9.9652,11.841800000000001
3284,2014-06,PIAUI,9.9765,11.8438
3311,2014-07,PIAUI,9.978950000000001,11.8369
3338,2014-08,PIAUI,9.97672,11.83548
3365,2014-09,PIAUI,9.978950000000001,12.136949999999999
3392,2014-10,PIAUI,10.390350000000002,12.2409
3419,2014-11,PIAUI,10.482639999999998,12.289279999999998
3446,2014-12,PIAUI,10.6483,12.318000000000001
3473,2015-01,PIAUI,10.52464,12.32944
3500,2015-02,PIAUI,10.46455,12.9541
3527,2015-03,PIAUI,10.8499,13.136050000000001
3554,2015-04,PIAUI,10.57525,13.1351
3581,2015-05,PIAUI,10.81928,13.13792
3608,2015-06,PIAUI,11.0136,13.1416
3635,2015-07,PIAUI,10.90965,13.152099999999999
